Tau,Spectrum modulus (htau)
23.23313470542703,74634.0451548666
23.9257353987475,73769.12424154018
24.638983143207266,72926.27876167627
25.373493446016745,72105.12468404582
26.129900163211413,71305.28587069633
26.90885604664661,70526.39392673959
27.711033307299026,69768.08805309885
28.53712419536072,69030.01490215785
29.387841597625954,68311.82843625628
30.26391965268726,67613.18978897508
31.16611438447048,66933.76712915911
32.09520435465634,66273.23552762289
33.05199133455131,65631.27682648806
34.03730099698722,65007.57951110146
35.05198362884766,64401.83858448344
36.096914864834794,63813.75544425811
37.172996443110854,63243.03776201683
38.281156983465486,62689.39936506827
39.42235278868175,62152.56012052839
40.59756866979086,61632.24582170547
41.80781879592878,61128.18807673568
43.054147569527935,60640.124199425394
44.33763052759865,60167.79710225799
45.659375269879526,59710.95519152278
47.02052241465594,59269.35226452551
48.42224658307279,58842.74740883992
49.86575741279045,58430.90490356099
51.352300601858325,58033.59412252126
52.88315898370811,57650.58943943205
54.45965363419266,57281.670134912885
56.08314501162713,56926.62030537218
57.7550341308158,56585.22877370374
59.47676377207709,56257.28900176406
61.24981972631197,55942.59900459576
63.07573207718763,55640.96126636387
64.956076521545,55352.18265797183
66.89247572916867,55076.07435632459
68.8866007430921,54812.451765207494
70.94017242164871,54561.13443774941
73.05496292351029,54321.946000439915
75.2327972369964,54094.71407867053
77.47555475497413,53879.27022377057
79.78517089670589,53675.44984150915
82.1636387780479,53483.09212203468
84.6130109314369,53302.03997122482
87.13540107715221,53132.1399434193
89.73298594738066,52973.2421755094
92.40800716465765,52825.20032235776
95.162773176308,52687.871493523235
97.99966124655249,52561.11619126565
100.92111950800175,52444.79824980599
103.92966907430703,52338.78477581783
107.02790621579003,52242.94609012664
110.21850459993226,52157.155670593675
113.50421759865328,52081.29009616187
116.88788066437237,52015.22899204149
120.37241377690125,51958.85497601382
123.96082396328327,51912.05360583138
127.65620789274895,51874.71332769397
131.46175454903064,51846.725425779856
135.3807479823413,51827.983972811926
139.41657014339089,51818.38578163935
143.5727038018902,51817.83035781516
147.852735552055,51826.219853150906
152.26035890770837,51843.45902022973
156.799377489651,51869.45516785982
161.47370830804815,51904.1181174502
166.28738514267076,51947.3601602914
171.24456202390147,51999.09601572396
176.34951681751392,52059.24279017772
181.60665491631804,52127.71993706571
187.0205130418542,52204.449217516165
192.5957631594236,52289.35466192704
198.33721650982503,52382.36253232742
204.2498277612834,52483.40128553052
210.33869928515128,52592.40153706351
216.60908555907028,52709.29602585937
223.06639770139952,52834.01957969657
229.71620814081473,52966.50908137242
236.56425542511477,53106.70343559627
243.61644917338302,53254.54353658926
250.87887517577443,53409.972236377114
258.35780064533714,53572.934313763115
266.0596796263906,53743.37644396863
273.9911585641344,53921.24716892849
282.15908204029296,54106.49686822921
290.57049867974126,54299.077730677855
299.23266723321905,54498.9437264901
308.15306284136955,54706.050580085604
317.3393834855185,54920.355743479595
326.7995566307564,55141.81837025976
336.5417460670537,55370.39929013711
346.57435895432263,55606.06098406078
356.9060530774919,55848.76755988588
367.5457443178658,56098.48472858434
378.50261434720704,56355.17978098871
389.7861185511942,56618.82156505923
401.40599418907743,56889.38046366424
413.37226879658465,57166.82837286468
425.6952688393258,57451.138680693584
438.38562862415887,57742.28624642095
451.4542994762199,58040.247380295834
464.91255918952055,58344.999823756276
478.7720217592804,58656.52273009885
493.0446474043891,58974.79664559938
507.7427528886421,59299.803491076505
522.8790221496718,59631.5265438903
538.4665172447264,59969.950420367575
554.5186896227586,60315.06105864651
571.049391732543,60666.845701932856
588.0728889768387,61025.29288216007
605.6038720229271,61390.39240404644
623.6574694801252,61762.135329541605
642.2492609552345,62140.51396265569
661.3952904971834,62525.52183466393
681.1120804424609,62917.15368968009
701.4166456733077,63315.40547059216
722.326508300944,63720.274305353385
743.859712786524,64131.75849362255
766.03484151286,64549.857493747026
788.8710308203454,64974.5719100823
812.3879875209398,65405.90348064224
836.6060059044336,65843.8550650736
861.5459852516944,66288.43063294912
887.2294478699973,66739.6352523736
913.6785576659972,67197.47507889656
940.9161392723955,67661.95734472704
968.9656977447722,68133.09034824364
997.8514388456067,68610.88344379529
1027.5982899329852,69095.34703178714
1058.2319214720071,69586.49254904584
1089.778769187488,70084.3324594599
1122.2660568770339,70588.8802448889
1155.7218199042052,71100.15039633709
1190.1749293920207,71618.1584053862
1225.6551171377148,72142.92075588256
1262.1930012702019,72674.45491587312
1299.8201126724261,73212.77932978616
1338.5689221913835,73757.91341085109
1378.4728686592885,74309.87753375318
1419.5663877501006,74868.69302751779
1461.8849416962664,75434.38216861994
1505.4650498913554,76006.96817431379
1550.3443204049895,76586.47519617781
1596.561482437245,77172.92831387033
1644.1564197405824,77766.35352909147
1693.1702050380793,78366.77775974592
1743.6451354677213,78974.22883430189
1795.6247690833175,79588.7354863422
1849.1539624435195,80210.32734930114
1904.2789093214626,80839.03495138402
1961.0471805682864,81474.8897106626
2019.5077651650943,82117.92393034288
2079.71111249871,82768.17079419951
2141.7091758976335,83425.6643621711
2205.5554574659623,84090.43956611262
2271.3050542537326,84762.53220569757
2339.0147058037164,85441.97894446606
2408.7428431156445,86128.81730601267
2480.549639069993,86823.08567030725
2554.497060355099,87524.82327014461
2630.64892094212,88234.0701877148
2709.07093715423,88950.86735128946
2789.83078437748,89675.25653201687
2872.998155462155,90407.28034081798
2958.644820865289,91146.98222537864
3046.844690585917,91894.40646722757
3137.6738779467814,92649.59817889544
3231.210765277443,93412.60330114498
3327.5360715553256,94183.46860026389
3426.732922063402,94962.2416654134
3528.8869201242387,95748.97090602046
3634.0862209726292,96543.7055492067
3742.421607830445,97346.49563724239
3853.986570249193,98157.39202501417
3968.877384788267,98976.44637749734
4087.1931980980557,99803.71116721813
4209.0361124799865,100639.23967169537
4334.511273997204,101483.08597084772
4463.726963211729,102335.30494435098
4596.794688626834,103195.95226893296
4733.829282914763,104065.08441558764
4874.949002013254,104942.75864669317
5020.275627176231,105829.03301301635
5169.934570066518,106723.96635058198
5324.0549809817685,107627.6182773909
5482.76986030639,108540.04918996117
5646.216173286165,109461.32025967249
5814.534968224415,110391.49342888896
5987.871498201463,111330.63140683227
6166.375346423018,112278.79766518163
6350.200555304947,113236.05643336654
6539.505759406421,114202.47269352518
6734.454322325932,115178.1121750927
6935.214477678052,116163.04134898355
7141.959474273093,117157.32742133163
7354.86772562469,118161.03832674678
7574.122963914068,119174.24272104299
7799.914398544555,120197.00997339514
8032.436879422296,121229.41015787168
8271.891065104819,122271.51404429278
8518.483595962272,123323.39308835757
8772.427272500416,124385.11942097786
9033.941239000096,125456.76583675857
9303.25117263065,126538.40578155094
9580.589478201307,127630.11333901007
9866.195488718324,128731.96321607564
10160.315671920504,129844.03072729155
10463.203842972327,130966.39177787828
10775.121383497057,132099.12284545795
11096.337467139805,133242.30096033303
11427.129291854886,134396.00368420928
11767.782319117368,135560.3090872423
12118.590520266469,136735.295723289
12479.856630191936,137921.042603224
12851.892408583532,139117.6291661827
13235.018908968623,140325.13524857737
13629.56675576948,141543.64105071986
14035.876429620728,142773.22710088265
14454.298561191534,144013.97421660478
14885.194233767439,145265.9634630486
15328.93529485248,146529.27610819173
15785.904677059809,147803.9935746255
16256.496728569298,149090.197387719
16741.11755343542,150387.96911988477
17240.18536204067,151697.39033067029
17754.130831996317,153018.54250237715
18283.39747980126,154351.50697088693
18828.44204358141,155696.36485135867
19389.734877237795,157053.19695842874
19967.760356345316,158422.0837205286
20563.017296151727,159803.10508790385
21176.01938203675,161196.3404338885
21807.295612804755,162601.86844896452
22457.390757191188,164019.76702709481
23126.865823978664,165450.11314379153
23816.298546127717,166892.98272533997
24526.283879338953,168348.4505085576
25257.43451547924,169816.5898904324
26010.38141131212,171297.4727669289
26785.77433299114,172791.16936021368
27584.28241678506,174297.74803349335
28406.594746517683,175817.27509260288
29253.420948223356,177349.8145734332
30125.49180252799,178895.4280142105
31023.559875286835,180454.17421158793
31948.400167022202,182026.10895943083
32900.810781720225,183611.2847691022
33881.613615566996,185209.75056998347
34891.65506621455,186821.55138886734
35931.806763192064,188446.72800678315
37002.966320091306,190085.31659170942
38106.05810917394,191737.3483055282
39242.0340590728,193402.84888347343
40411.87447627111,195081.83818419953
41616.588891072184,196774.32970848525
42857.216928788446,198480.33008445223
44134.829206899536,200199.83851703754
45450.52825895818,201932.84619932523
46805.44948603585,203679.33568317187
48200.762136533674,205439.28020641292
49637.67031520241,207212.6429737559
51117.414022240315,208999.37638828318
52641.2702233704,210799.42123030475
54210.553951814596,212612.70578008433
55826.61944312087,214439.14488076378
57490.86130382055,216278.63893757595
59204.71571492216,218131.07284920238
60969.661671285976,219996.31486689273
62787.22225794181,221874.2153766902
64658.96596445747,223764.60559985126
66586.50803848979,225667.29620625646
68571.51187968378,227582.07583531452
70615.69047512766,229508.7095185661
72720.80787760008,231446.93699786652
74888.68072788238,233396.47093270338
77121.17982245675,235356.9949898757
79420.23172793434,237328.16180840204
81787.82044361405,239309.5908321882
84225.98911360369,241300.86600261598
86736.84178997771,243301.53330285536
89322.54524850145,245311.0981453469
91985.33085847832,247329.0225935263
94727.49650834253,249354.7224085222
97551.40858865554,251387.56391120312
100459.50403421347,253426.8606496172
103454.29242703757,255471.8698615675
106538.3581620506,257521.78872176583
109714.36267731815,259575.75036277738
112985.04675077548,261632.81965874907
116353.2328654175,263691.98876077123
119821.8276450039,265752.1723726465
123393.8243623679,267812.2027558225
127072.30552250471,269870.82445236086
130860.44552266426,271926.68871501193
134761.51339173855,273978.3476338163
138778.87561132046,276024.24794916983
142915.9990208529,278062.72454196704
147176.45380938821,280091.9935923645
151563.91659653533,282110.14539985446
156082.17360524615,284115.1368587895
160735.12392919514,286104.7835852818
165526.78289755274,288076.7516935469
170461.28554007233,290028.5492223549
175542.8901554746,291957.5172153202
180775.98198620166,293860.82046238024
186165.07700272964,295735.4379140733
191714.8258006841,297578.15278515196
197430.01761413924,299385.54236981494
203315.58444855758,301153.9675974333
209376.605336928,302879.56236522226
215618.31072279564,304558.2226929766
222046.0869739411,306185.59575482033
228665.48103062488,307757.06885408785
235482.20519240084,309267.7584200433
242502.1420476191,310712.4991192911
249731.34954989637,312085.83319059224
257176.0662459057,313382.00012945465
264842.7166590213,314594.92686850275
272737.9168334549,315718.21862132143
280868.4800436571,316745.1505813434
289241.4226739375,317668.660693511
297863.9702733446,318481.3437449191
306743.5637910588,319175.44705151825
315887.86599766836,319742.86805116775
325304.7680978566,320175.1541488261
335002.39654023875,320463.5051973135
344989.1200301863,320598.7790366116
355273.5567517233,320571.50055576494
365864.5818047141,320371.8747836058
376771.3348637466,319989.80455711106
388003.2280653546,319414.9133583682
399569.9541303435,318636.5739518337
411481.4947282655,317643.94349147147
423748.1290912466,316426.0058008775
436380.4428845838,314971.62155666563
449389.33734180813,313269.5871238961
462786.03867204575,311308.7027994796
476582.1077478385,309077.85121208586
490789.4500817682,306566.08660156355
505420.3261004734,303762.73565312114
520487.3617249731,300657.5104869752
536003.5592663697,297240.63429790095
551982.3086463826,293502.97999568767
568437.3989523775,289436.22201134317
585383.0303368375,285033.00119918416
602833.8262716044,280287.1024759884
620804.8461673933,275193.6444898872
639311.5983695305,269749.28019889223
658370.0535411072,263952.40675850643
677996.6584450732,257803.38256793685
698208.3501372105,251304.7487055889
719022.5705822133,244461.4513005923
740457.2817054585,237281.06064576286
762530.9808935251,229773.982071298
785262.7169567548,221953.65278635448
808672.1065677004,213836.7180827697
832779.3511896204,205443.17951502337
857605.2545095943,196796.50696472754
883171.2403913839,187923.70591707315
909499.371363436,178855.33088026536
936612.3676580625,169625.43573417584
964533.626818197,160271.4519751819
993287.2438886086,150833.9864076793
1022898.032209092,141356.53089603715
1053391.5448274612,131885.07840518924
1084794.0965509247,122467.6417817776
1117132.7866548335,113153.67459822685
1150435.5222683523,103993.39690541547
1184731.0424573473,95037.03288050722
1220048.9430251354,86333.97202801963
1256419.7020526147,77931.87064546967
1293874.7061997703,69875.7154832296
1332446.2777912002,62206.876623258984
1372167.7027091626,54962.18121735624
1413073.2591180613,48173.04345066826
1455198.2470452867,41864.68848339664
1498579.0188438909,36055.508723695115
1543253.0105633237,30756.589188198574
1589258.7742554464,25971.4345962541
1636636.0112435278,21695.924051996153
1685425.6063830787,17918.509733187308
1735669.663344036,14620.664220381703
1787411.5409446722,11777.56754204063
1840695.8905687544,9359.010544831279
1895568.6946980373,7330.476938160615
1952077.3065935154,5654.353594106334
2010270.4911596128,4291.208743688469
2070198.4670264893,3201.071824273384
2131912.9498869833,2344.6478415505435
2195467.197125338,1684.4036972980844
2260916.05377644,1185.4738954981724
2328315.9998551444,816.3476146870481
2397725.1990964334,549.3169406301546
2469203.5491487123,360.6852217801478
2542812.7332632607,230.75292306531833
2618616.273524693,143.61395031391265
2696679.585668273,86.80651513712935
2777070.035531269,50.86817855573196
2859856.997187343,28.844541592842607
2945111.912813808,15.795770352673902
3032908.3543436974,8.336073768421043
3123322.086955739,4.230135433268029
3216431.1344569023,2.059152945304792
3312315.8466142407,0.9591175242746991
3411058.968493772,0.42632921087208825
3512745.7118665366,0.18033475389396034
3617463.82874334,0.07237215724387003
3725303.6871014945,0.02746876622751528
3836358.348869253,0.009826899235761972
3950723.6502348124,0.003301786854627707
4068498.284349547,0.0010379780009332365
4189783.886496708,0.00030407834451191677
4314685.121798912,8.265838467735608e-05
4443309.775540518,2.075515923385755e-05
4575768.846182343,4.790905778838577e-06
4712176.641149398,1.0114631869276026e-06
4852650.875474155,1.9425763156674205e-07
4997312.773380263,3.374538635374228e-08
5146287.172894856,5.270129312329757e-09
5299702.6335791545,7.351929308162866e-10
5457691.547470811,9.098879639684038e-11
5620390.2533335565,9.918246889297634e-12
5787939.1543125035,9.449433673060934e-13
5960482.839097209,7.804805759733746e-14
6138170.2066963585,5.540530344775456e-15
6321154.594932336,3.349607328890842e-16
6509593.912766345,1.7079272735347542e-17
6703650.776568019,7.26945712575643e-19
6903492.650447587,2.5547305309680633e-20
7109291.990771483,7.3276529549793705e-22
7321226.394985799,1.6944272424740337e-23
7539478.754876742,3.117868021686546e-25
7764237.414399478,4.502619551600178e-27
7995696.332212289,5.02895959017127e-29
8234055.249056039,4.277044415659715e-31
8479519.860123038,2.7245880248443765e-33
8732301.992564876,1.277482066082557e-35
8992619.788291417,4.3276440276626917e-38
9260697.89221954,1.0386028350406784e-40
9536767.646133756,1.729379818736023e-43
9821067.288325608,1.954194150343973e-46
10113842.159185065,1.4638403307859468e-49
10415344.91292021,7.090292570449513e-53
10725835.735588871,2.1628233714255e-56
11045582.569629975,4.0402949873868473e-60
11374861.34508797,4.486974572913071e-64
11713956.217730895,2.870623726346666e-68
12063159.814266296,1.0232640459683066e-72
12422773.484867716,1.9616322744384676e-77
12793107.563229224,1.9478948496585284e-82
13174481.634371916,9.628190856221376e-88
13567224.81043472,2.271027298409086e-93
13971676.01468601,2.4443105821618406e-99
14388184.274002364,1.1447963216851194e-105
14817109.020066423,2.218562468932638e-112
15258820.399543127,1.6865427643435585e-119
15713699.593503473,4.752397677420271e-127
16182139.14636969,4.674522654054518e-135
16664543.304667154,1.5059551638595537e-143
17161328.365874853,1.485267402631959e-152
17672923.037674688,4.174531343844685e-162
18199768.80791138,3.099071415246205e-172
18742320.325580157,5.606480474001069e-183
19301045.7931727,2.2692429289391288e-194
19876427.370719347,1.876962406426394e-206
20468961.59187537,2.881940791631216e-219
21079159.79241231,7.418487641995111e-233
21707548.551481847,2.873522862855185e-247
22354670.146034952,1.4935203103962715e-262
23021083.0187877,9.224043296566652e-279
23707362.260136686,5.950696895423493e-296
24414100.104442123,3.497443892e-314
25141906.44110419,0.0
25891409.340875965,0.0
26663255.597866293,0.0
27458111.287699144,0.0
28276662.342313826,0.0
29119615.141898893,0.0
29987697.124473196,0.0
30881657.41363918,0.0
31802267.465048812,0.0
32750321.732143138,0.0
33726638.35173618,0.0
34732059.850038044,0.0
35767453.869725235,0.0
36833713.91868415,0.0
37931760.14107751,0.0
39062540.11139469,0.0
40227029.65217495,0.0
41426233.676107764,0.0
42661187.05323529,0.0
43932955.504009396,0.0
45242636.51896898,0.0
46591360.30583542,0.0
47980290.76484187,0.0
49410626.49313609,0.0
50883601.8191283,0.0
52400487.8676709,0.0
53962593.65699426,0.0
55571267.228343084,0.0
57227896.80928612,0.0
58933912.01170854,0.0
60690785.0655141,0.0
62500032.08910739,0.0
64363214.39775034,0.0
66281939.85091986,0.0
68257864.2398335,0.0
70292692.7163388,0.0
72388181.26439612,0.0
74546138.2154321,0.0
76768425.80886284,0.0
79056961.79914036,0.0
81413721.11070704,0.0
83840737.54228222,0.0
86340105.52196014,0.0
88913981.91462392,0.0
91564587.8832435,0.0
94294210.80566077,0.0
97105206.24851191,0.0
100000000.0,0.0
